# Scenerio II: m2=550GeV,m3=700GeV
# mu= 312.5 GeV
# for all of the numbers, unit is in pb
# LO QCD:    382.60446166992188      pb, NLO QCD:   243.01184082031250      pb,NLOW:   236.30378627777100      pb
# Total Cross Section is:   618.90824794769287     

# for M_ttbar distribution
# M_tt(min)               delta\sigma_LO            delta\sigma_NLOW
   340.00000000000000     11.110934348824545        8.6180227626075681     
   360.00000000000000     28.972227150440418        19.557471945039502     
   380.00000000000000     33.275859382528772        22.146470272600954     
   400.00000000000000     33.224226555750633        21.470442252643355     
   420.00000000000000     31.341980770033928        21.114732847439075     
   440.00000000000000     28.552733493770511        17.769237685430991     
   460.00000000000000     25.630867010226648        15.374419821095437     
   480.00000000000000     22.695960919428085        14.103647100498508     
   500.00000000000000     19.981457202102209        11.568384463750983     
   520.00000000000000     17.494827417289439        10.330764604748238     
   540.00000000000000     15.327013426472666        8.8183103691607414     
   560.00000000000000     13.398331871262370        8.0777708833315280     
   580.00000000000000     11.689348739833184        7.0236244420356950     
   600.00000000000000     10.223743847952601        5.8437092068064764     
   620.00000000000000     8.9385966745133185        5.2810466903843896     
   640.00000000000000     7.8627290148830955        4.7152290595760871     
   660.00000000000000     6.8601559716653613        4.0423205791524861     
   680.00000000000000     6.0412593069858920        3.4319859789086227     
   700.00000000000000     5.3055943196671072        3.0253951267942547     
   720.00000000000000     4.7018171795552099        2.7054984927187826     
   740.00000000000000     4.1280821395654854        2.3175357175766860     
   760.00000000000000     3.6595983949153212        2.0403221323872041     
   780.00000000000000     3.2532858433146528        1.8033870394673519     
   800.00000000000000     2.8668658963994549        1.6129816605890213     
   820.00000000000000     2.5679838224090075        1.4236701904406104     
   840.00000000000000     2.2679384225598525        1.2599058554885132     
   860.00000000000000     2.0305603300437967        1.1734069820010617     
   880.00000000000000     1.8174465832824531        1.0186336074250821     
   900.00000000000000     1.6214080317387864       0.86416379748199179     
   920.00000000000000     1.4573048350295119       0.84271233539168344     
   940.00000000000000     1.3103398405710360       0.69905690613489735     
   960.00000000000000     1.1656883953008716       0.59962614310781537     
   980.00000000000000     1.0472653540573134       0.55029286502302732     
 

#  ===========================================
# for transverse momentum distribution of top
# p_T(min)                  delta\sigma_{LO QCD}      delta\sigma_{NLOW}  
   60.000000000000000       46.766237040513488        29.622575606128247     
   80.000000000000000       47.624977199122043        30.311467531854667     
   100.00000000000000       43.840690200039774        29.299105276247300     
   120.00000000000000       37.562961618172615        22.185634253934182     
   140.00000000000000       30.565456421129284        17.797220178208761     
   160.00000000000000       24.054017767430881        13.836991219101561     
   180.00000000000000       18.463176676808160        10.297056508892748     
   200.00000000000000       13.967570748844407        7.8346323718399864     
   220.00000000000000       10.489067509046233        5.8173005885134801     
   240.00000000000000       7.8532501829805019        4.2708655177506225     
   260.00000000000000       5.8884106565434555        3.2432577773775257     
   280.00000000000000       4.4290657121957295        2.4413707365966126     
   300.00000000000000       3.3298266328329622        1.7364908835821959     
   320.00000000000000       2.5360258652875656        1.2884353271711881     
   340.00000000000000       1.9380911233825251       0.97989796923209771     
   360.00000000000000       1.4924419531461097       0.73705820831846058     
   380.00000000000000       1.1485719727315378       0.57129355094291823     
   400.00000000000000      0.89374851639964659       0.41473646295027966     
   420.00000000000000      0.70522163466977106       0.32322255410199741     
   440.00000000000000      0.55591854015488074       0.25038271677417662     
   460.00000000000000      0.43906352731385584       0.20737490487125859     
   480.00000000000000      0.35101509510775442       0.14917499351843339     

#  ===========================================
# for PT_tt 
# pT_tt(min)                delta\sigma_{LO QCD}      delta\sigma_{NLOW} 
   0.0000000000000000       382.71511410333886        60.558115371036003
   50.000000000000000       0.0000000000000000        96.084794211001309     
   100.00000000000000       0.0000000000000000        36.907514459080815     
   150.00000000000000       0.0000000000000000        17.957368286861129     
   200.00000000000000       0.0000000000000000        9.7618590747553107     
   250.00000000000000       0.0000000000000000        5.6509700353681076     
   300.00000000000000       0.0000000000000000        3.4183510789118903     
   350.00000000000000       0.0000000000000000        2.1216949689915912     
   400.00000000000000       0.0000000000000000        1.3514231310203482     
   450.00000000000000       0.0000000000000000       0.88696681598008609     

#  ===========================================
# for rapidity distribution of top 
# y(min)                    delta\sigma^t_{LO QCD}      delta\sigma^t_{NLOW} 
  -3.0000000000000000       5.1542487364729217        3.4968665385018332      
  -2.5000000000000000       13.587702151613190        9.0184573414600759      
  -2.0000000000000000       25.573424922508579        15.879674605430155      
  -1.5000000000000000       38.828306618967211        24.125237650297269      
  -1.0000000000000000       50.313629981088894        30.731871657642046      
 -0.50000000000000000       56.818826217004158        34.306848159666856      
   0.0000000000000000       56.795853805355200        34.428992099370959      
  0.50000000000000000       50.254834339264164        30.433240950292660      
   1.0000000000000000       38.802915869210125        23.674455968648825      
   1.5000000000000000       25.588526771789144        16.129291900625802      
   2.0000000000000000       13.588155904593609        8.8451263097355497      
   2.5000000000000000       5.1564794698821208        3.6455736160434986       


#  ===========================================
# for rapidity distribution of anti-top 
# y(min)                       delta\sigma^tbar_{LO QCD}   delta\sigma^tbar_{NLOW}
  -3.0000000000000000          5.1592803132986784        3.4826543189008583     
  -2.5000000000000000          13.550369377169613        8.7181819079909033     
  -2.0000000000000000          25.617555202753916        16.185738500431825     
  -1.5000000000000000          38.858186987108830        22.765240367023569     
  -1.0000000000000000          50.204292357465377        30.839183321323375     
 -0.50000000000000000          56.855106568624457        34.669997532692868     
   0.0000000000000000          56.888086713815035        35.819490444335592     
  0.50000000000000000          50.181352399921046        30.399330339102367     
   1.0000000000000000          38.826841847679937        23.959401528819196     
