# Scenerio I: m2=550GeV,m3=510GeV
# mu= 530 GeV
# for all of the numbers, unit is in pb
# LO QCD:    322.00964355468750      pb, NLO QCD:   244.87683105468750      pb,NLOW:   238.21308898925781      pb
# Total Cross Section is:   560.22273254394531     

# for M_ttbar distribution
# M_tt(min)                   delta\sigma_LO            delta\sigma_NLOW
   340.00000000000000       9.5616762383823737        8.2542128960239918     
   360.00000000000000       24.836992518350595        19.259240846732926     
   380.00000000000000       28.430423494816079        21.902938028450048     
   400.00000000000000       28.299826957095028        21.339244719499398     
   420.00000000000000       26.603765353358622        20.946518306777378     
   440.00000000000000       24.218104506690743        17.827797316375356     
   460.00000000000000       21.637110543796521        15.606946101893330     
   480.00000000000000       19.148720992155845        14.182062519302802     
   500.00000000000000       16.797518428300616        11.779029122934650     
   520.00000000000000       14.685415817179965        10.554237433240594     
   540.00000000000000       12.855585925744808        9.0523950775469455     
   560.00000000000000       11.188218846677206        8.2005267857673356     
   580.00000000000000       9.7729753360782183        7.1515954842883316     
   600.00000000000000       8.4993434527034566        5.9773640592551258     
   620.00000000000000       7.4402179336417555        5.3917921537456968     
   640.00000000000000       6.5293079891472914        4.7843487705794763     
   660.00000000000000       5.6867718748592919        4.1371142081347783     
   680.00000000000000       4.9944350581707466        3.5872272039146145     
   700.00000000000000       4.3964814055966208        3.0480199807428439     
   720.00000000000000       3.8697558686186269        2.8024687046093395     
   740.00000000000000       3.4076641979709592        2.3870999504296226     
   760.00000000000000       3.0083999351993826        2.1128117980681438     
   780.00000000000000       2.6740657439700701        1.8439379131740437     
   800.00000000000000       2.3570806465030496        1.6917873945209432     
   820.00000000000000       2.1015949076635496        1.4771581574076604     
   840.00000000000000       1.8552838413624622        1.3405827191283879     
   860.00000000000000       1.6605857578064829        1.2057161418594184     
   880.00000000000000       1.4855555188796350        1.0185270475567094     
   900.00000000000000       1.3182520862226423       0.93319658397606242     
   920.00000000000000       1.1906898218733364       0.86505318722770308     
   940.00000000000000       1.0600768366566979       0.71718252203677790     
   960.00000000000000      0.94434002903030456       0.66301714066697770     
   980.00000000000000      0.85665025943311801       0.55819797283239625  

#  ===========================================
# for transverse momentum distribution of top
# p_T(min)                    delta\sigma_{LO QCD}        delta\sigma_{NLOW}  
   60.000000000000000        39.640049468987520        29.573604041209315     
   80.000000000000000        40.275686379980591        30.523142821010406     
   100.00000000000000        36.984849709853563        29.055608419926696     
   120.00000000000000        31.614072069948389        22.615782862148691     
   140.00000000000000        25.658672530379491        18.134395100045598     
   160.00000000000000        20.131963389144513        14.226174110439382     
   180.00000000000000        15.422038763645293        10.653146445188423     
   200.00000000000000        11.630126649982039        8.0705920779790485     
   220.00000000000000        8.7016653566778928        6.0460393029965225     
   240.00000000000000        6.5116696856215928        4.4496047212953513     
   260.00000000000000        4.8634077018218269        3.3542872476016559     
   280.00000000000000        3.6528985794189941        2.5331385663445776     
   300.00000000000000        2.7420083839945488        1.8254404555172914     
   320.00000000000000        2.0819322454385332        1.3788445125928779     
   340.00000000000000        1.5848835131721035        1.0351623323518102     
   360.00000000000000        1.2209860644939403       0.78640108901299377     
   380.00000000000000       0.93919837147320095       0.60751997069410735     
   400.00000000000000       0.72742303798322083       0.46075215567217398     
   420.00000000000000       0.57453229145540119       0.34853476998782568     
   440.00000000000000       0.45192472828048524       0.27423599544108279     
   460.00000000000000       0.35554161482180824       0.22181318468584194     
   480.00000000000000       0.28346296461737908       0.17000903615490809     

#  ===========================================
# for PT_tt 
# pT_tt(min)                delta\sigma_{LO QCD}        delta\sigma_{NLOW}
   0.0000000000000000      322.10445923866467        102.05976316782295     
   50.000000000000000      0.0000000000000000        74.838296757537634     
   100.00000000000000      0.0000000000000000        28.581523353686030     
   150.00000000000000      0.0000000000000000        13.832658523451137     
   200.00000000000000      0.0000000000000000        7.4851893001885363     
   250.00000000000000      0.0000000000000000        4.3120438501345513     
   300.00000000000000      0.0000000000000000        2.5984437987877471     
   350.00000000000000      0.0000000000000000        1.6067712429741849     
   400.00000000000000      0.0000000000000000        1.0191495691971431     
   450.00000000000000      0.0000000000000000       0.66307952940601822     

#  ===========================================
# for rapidity distribution of top 
# y(min)                   delta\sigma^t_{LO QCD}      delta\sigma^t_{NLOW} 
  -3.0000000000000000      4.2599689989268281        3.4545651348529161      
  -2.5000000000000000      11.359926752586190        9.0581559395510851      
  -2.0000000000000000      21.490935863348987        15.930269804861867      
  -1.5000000000000000      32.704361753801983        24.278505831036480      
  -1.0000000000000000      42.435291928860089        31.132934672463659      
 -0.50000000000000000      47.931967908512959        34.594058354815616      
   0.0000000000000000      47.921200408000807        34.818563483615328      
  0.50000000000000000      42.377685058001838        30.767404379807058      
   1.0000000000000000      32.684414448808731        23.950201609313758      
   1.5000000000000000      21.503639462407882        16.217035937452014      
   2.0000000000000000      11.359072958804195        8.8428255125098207      
   2.5000000000000000      4.2596157187051800        3.5940687530867503      


#  ===========================================
# for rapidity distribution of anti-top 
# y(min)                   delta\sigma^tbar_{LO QCD}   delta\sigma^tbar_{NLOW}
  -3.0000000000000000      4.2637834107688670        3.4994536270985481     
  -2.5000000000000000      11.325787287132584        8.7011416144067031     
  -2.0000000000000000      21.530653492080223        16.257134220427297     
  -1.5000000000000000      32.735261956290053        23.260196823379477     
  -1.0000000000000000      42.332649780779946        30.997605348262681     
 -0.50000000000000000      47.970873275993178        35.097690706534564     
   0.0000000000000000      47.988946436727147        35.852031966707237     
  0.50000000000000000      42.322996602553552        30.725334776669747     
   1.0000000000000000      32.707945306885875        24.167774556931928     
