# Scenerio II: m2=550GeV,m3=700GeV
# mu= 156.25 GeV
# for all of the numbers, unit is in pb
# Cross section
# LO QCD:    486.59451293945312      pb, NLO QCD:   219.79309082031250      pb,NLOW:   212.84232044219971      pb
# Total Cross Section is:   699.43683338165283     
 
# Numerator
# LO QCD:    146.34295654296875      pb, NLO QCD:   81.185424804687500      pb,NLOW:   78.940290927886963      pb
# Total numerator is:   225.28324747085571     
# heli. corr.(unexpanded)   0.32209234160810668     
# heli. corr.(expanded)   0.32713198814754529     
 
# for M_ttbar distribution
# M_tt(min)                   delta (O \sigma_LO)       delta (O \sigma_NLOW)       delta (O \sigma_2HDM_LO)
   340.00000000000000         1.1908903741774661        1.0793412540420477          0.0192594702551 
   350.00000000000000         7.6663994927385968        4.3996473650437204     	    0.148237254617  
   360.00000000000000         10.178157565768796        4.6990194855464384     	    0.193176625113  
   370.00000000000000         11.055854290303364        5.0498496833956530     	    0.203303622896  
   380.00000000000000         11.200770326176642        5.0591110445954133     	    0.194150214768  
   390.00000000000000         10.902977180309795        4.7375360508606894     	    0.172045248988  
   400.00000000000000         10.382563452767567        4.4027736884520587     	    0.137903760558  
   410.00000000000000         9.6992594040304105        4.0056651968696899     	    0.0942668481929 
   420.00000000000000         8.9927750607736865        3.9773269935682274     	    0.0483432172773 
   430.00000000000000         8.2062195433251421        4.1495088167761764     	    -0.0101765378184
   440.00000000000000         7.4766518582367789        2.9532624154106610     	    -0.0713183502296
   450.00000000000000         6.7556646650879735        2.9249225574511941     	    -0.143221927846 
   460.00000000000000         6.0941643325222916        2.6930372716209665     	    -0.222825943717 
   470.00000000000000         5.4661352883975356        2.2430843996502245     	    -0.31835411014  
   480.00000000000000         4.8648464849763133        2.1188623878780182     	    -0.430252442855 
   490.00000000000000         4.3635667107759692        2.0645231909576660     	    -0.572213401108 
   500.00000000000000         3.8645478571439971        1.6164537451576577     	    -0.753385106703 
   510.00000000000000         3.4215037618998836        1.4655076726323393     	    -0.991718619894 
   520.00000000000000         3.0214490534727467        1.3868621864442892     	    -1.30903223887  
   530.00000000000000         2.6734103365100181        1.2225014213052214     	    -1.63525534201  
   540.00000000000000         2.3516962753515789        1.1584543770046345     	    -1.52521138184  
   550.00000000000000         2.0574178268344063        1.1476245618962875     	    -0.576938631194 
   560.00000000000000         1.8104166383539784       0.98883243160032519     	    0.299178637415  
   570.00000000000000         1.5590496700248355       0.91283429736771027     	    0.596215931573  
   580.00000000000000         1.3722058069053502       0.87159132982967225     	    0.621198400134  
   590.00000000000000         1.1781612112857331       0.70675735518059646     	    0.564408377723  
   600.00000000000000         1.0209557998489218       0.64580286813307275     	    0.493367209415  
   610.00000000000000        0.87938976324528240       0.58894260256220221     	    0.417262998858  
   620.00000000000000        0.74797246139343232       0.57702176307205832     	    0.346734958737  
   630.00000000000000        0.63234004715836223       0.46055174728372555     	    0.276677815421  
   640.00000000000000        0.53405910345400387       0.46221044836073355     	    0.204924416306  
   650.00000000000000        0.44643201713930708       0.53138352215086815     	    0.129780831268  
   660.00000000000000        0.36509479467762951       0.42398442574441808     	    0.0497052197411 
   670.00000000000000        0.29262037651318068       0.37506667442289732     	    -0.0357284893971
   680.00000000000000        0.23864172770330982       0.36619854316193540     	    -0.119140105976 
   690.00000000000000        0.17737482954815587       0.32370819685234697     	    -0.179480550503 
   700.00000000000000        0.13608065172441949       0.30813547478405956     	    -0.209872105319 
   710.00000000000000         9.7165621250627596E-002  0.26000468807002147     	    -0.199378980995 
   720.00000000000000         5.3856451003636084E-002  0.25617072982269035     	    -0.162399272088 
   730.00000000000000         2.4868093257643862E-002  0.25096171426174441     	    -0.119287635839 
   740.00000000000000        -1.4082469146131469E-003  0.24742029061886853     	    -0.0785898587592
   750.00000000000000        -2.8727809002834573E-002  0.23222077351725409     	    -0.0467785229362
   760.00000000000000        -4.3398891038540006E-002  0.21821058365444085     	    -0.0225488825484
   770.00000000000000        -6.6275334574859471E-002  0.20179555735777399     	    -0.0041369481652
   780.00000000000000        -7.1243567200847402E-002  0.19833489154259082     	    0.00827980158982
   790.00000000000000        -8.6471351417067938E-002  0.15637995614652705     	    0.0169549195882 
   800.00000000000000       -0.10371840654030312       0.16549595182541263     	    0.0229926782748 
   810.00000000000000       -0.10921558455174851       0.15715236485946535     	    0.0270844217734 
   820.00000000000000       -0.11942621613570870       0.14876912430955294     	    0.029675100327  
   830.00000000000000       -0.12234782704736467       0.13453151433226840     	    0.0312341144061 
   840.00000000000000       -0.12786824541371578       0.13552441120381545     	    0.0316954619747 
   850.00000000000000       -0.13185637627325558       0.11566738662703591     	    0.0320165053433 
   860.00000000000000       -0.13294167421728442       0.13436758528432377     	    0.0315519151805 
   870.00000000000000       -0.13624636536097187       0.11801898512156297     	    0.0307651704752 
   880.00000000000000       -0.13843285085876830       0.10587681937975364     	    0.0304086814631 
   890.00000000000000       -0.13511362050406125        9.8691943326150694E-002	    0.0292100964903 
   900.00000000000000       -0.13721473865287981        7.1926987744653045E-002	    0.0283920439943 
   910.00000000000000       -0.13789518959934088       0.10256216710318775     	    0.0273869134299 
   920.00000000000000       -0.13641491328853880        8.7913655856068224E-002	    0.0261408297067 
   930.00000000000000       -0.13415302060993939        9.0877410446696463E-002	    0.0253300928373 
   940.00000000000000       -0.13342692238215187        7.1671630632864622E-002	    0.0240418454306 
   950.00000000000000       -0.13203921205648161        8.1019981127892576E-002	    0.0230610367006 
   960.00000000000000       -0.13448124349700616        6.8417835870914337E-002	    0.0216437291131 
