# Scenerio I: m2=550GeV,m3=510GeV
# mu= 265 GeV
# for all of the numbers, unit is in pb
# LO QCD:    121.59702301025391      pb, NLO QCD:   72.060119628906250      pb,NLOW:   70.259955644607544      pb
# Total Cross Section is:   191.85697865486145     

# for M_ttbar distribution
# M_tt(min)                   delta\sigma_LO            delta\sigma_NLOW 
   340.00000000000000       4.1945608019033553        2.9873790531242963     
   360.00000000000000       10.647882647473166        6.8519305445204894     
   380.00000000000000       11.897119992350795        7.7395110944803243     
   400.00000000000000       11.600637872502766        7.0930391718306876     
   420.00000000000000       10.701442713272320        6.2019048579382323     
   440.00000000000000       9.5713025486407712        5.4891696508331185     
   460.00000000000000       8.4183514294881192        4.7797861076705201     
   480.00000000000000       7.3238387618062362        4.2450952429753892     
   500.00000000000000       6.3366556926905968        3.4928486097369698     
   520.00000000000000       5.4694260134435613        3.1109679770268932     
   540.00000000000000       4.6879970920018348        2.5804858160612989     
   560.00000000000000       4.0407519282145605        2.2333163437917722     
   580.00000000000000       3.4721411297554794        1.8248660520266826     
   600.00000000000000       2.9859625877417391        1.5796158039903756     
   620.00000000000000       2.5732502353580360        1.3723744429560649     
   640.00000000000000       2.2160784449268571        1.1986760785162420     
   660.00000000000000       1.9153378255163644        1.0129955667987538     
   680.00000000000000       1.6580976068469868       0.87519504992300723     
   700.00000000000000       1.4348194707093840       0.73392097454942340     
   720.00000000000000       1.2516386735494829       0.62066328282478556     
   740.00000000000000       1.0809934957764762       0.55390205408051241     
   760.00000000000000      0.94814323506401554       0.47959039661769493     
   780.00000000000000      0.82296548258876745       0.38692236620239279     
   800.00000000000000      0.72269024316968067       0.36011589279448564     
   820.00000000000000      0.63396073374332518       0.30377380779784968     
   840.00000000000000      0.55672383844149431       0.27041608063072475     
   860.00000000000000      0.48484217509313765       0.23751465626451723     
   880.00000000000000      0.42828319067350695       0.20197290748262700     
   900.00000000000000      0.37965306256822745       0.18768927280303965     
   920.00000000000000      0.33459695105222365       0.16262811524385337     
   940.00000000000000      0.29679477586964281       0.13312557172726347     
   960.00000000000000      0.26172617324523761       0.12727634798726245     
   980.00000000000000      0.23363696387069194       0.10875243871851242     


#  ===========================================
# for transverse momentum distribution of top
# p_T(min)                   delta\sigma_{LO QCD}        delta\sigma_{NLOW} 
   60.000000000000000       15.720688234650000        9.9611406452735682     
   80.000000000000000       15.740587220796339        9.7867464673668181     
   100.00000000000000       14.211124148257746        8.1541810135352346     
   120.00000000000000       11.957378383628276        6.5861330359474373     
   140.00000000000000       9.5174215738387904        5.1417836864252076     
   160.00000000000000       7.3253379038912056        3.9016138048603595     
   180.00000000000000       5.4886540052208401        2.8232420594717249     
   200.00000000000000       4.0615741789460937        2.0773956088515053     
   220.00000000000000       2.9834176472157345        1.4083311428175564     
   240.00000000000000       2.1819961161920971       0.99766708271074600     
   260.00000000000000       1.5999538796626676       0.71547224366531248     
   280.00000000000000       1.1739750755457123       0.49817678295992174     
   300.00000000000000      0.86764435739120227       0.34718011583630481     
   320.00000000000000      0.64183267768782615       0.25128479372199730     
   340.00000000000000      0.47802685330468381       0.17866450448484539     
   360.00000000000000      0.35880989081505094       0.12711043693571789     
   380.00000000000000      0.27261496331161100        9.2516027004342083E-002
   400.00000000000000      0.20703624182262356        6.1863435790470003E-002
   420.00000000000000      0.15856872696780377        4.8336591670474570E-002
   440.00000000000000      0.12219003909493979        3.4035060178055125E-002
   460.00000000000000       9.5085484972617026E-002   2.6179519129456007E-002
   480.00000000000000       7.3547089479996511E-002   1.6114406903192668E-002

#  ===========================================
# for PT_tt 
# pT_tt(min)                     delta\sigma_{LO QCD}     delta\sigma_{NLOW}
   0.0000000000000000           121.61459815217114        24.078230456967354     
   50.000000000000000           0.0000000000000000        26.821452033469861     
   100.00000000000000           0.0000000000000000        9.6478190664982719     
   150.00000000000000           0.0000000000000000        4.4400985575161220     
   200.00000000000000           0.0000000000000000        2.2894754508242516     
   250.00000000000000           0.0000000000000000        1.2556518748886989     
   300.00000000000000           0.0000000000000000       0.71531303616162156     
   350.00000000000000           0.0000000000000000       0.41853733850221442     
   400.00000000000000           0.0000000000000000       0.25313802722213591     
   450.00000000000000           0.0000000000000000       0.15512373665379861     

#  ===========================================
# for rapidity distribution of top
# y(min)                      delta\sigma^t_{LO QCD}      delta\sigma^t_{NLOW} 
  -3.0000000000000000        0.63701428513533542       0.48528106079626659      
  -2.5000000000000000        2.8983369628666371        1.8945310336674170      
  -2.0000000000000000        7.1465844822622948        4.3131217481682551      
  -1.5000000000000000        12.481796279083223        7.2089812647766136      
  -1.0000000000000000        17.345499809976907        9.8244795854845552      
 -0.50000000000000000        20.266328008431341        11.430871302028565      
   0.0000000000000000        20.270393063805624        11.385939829594278      
  0.50000000000000000        17.344595903674186        9.7573063143711760      
   1.0000000000000000        12.464555804968231        7.2832240449541494      
   1.5000000000000000        7.1435788124018522        4.2983723930290845      
   2.0000000000000000        2.9010413070993333        1.8942166672069163      
   2.5000000000000000        0.63783675042453702       0.49837913047747906      
   
#  ===========================================
# for rapidity distribution of antitop
# y(min)                      delta\sigma^tbar_{LO QCD} delta\sigma^tbar_{NLOW}
  -3.0000000000000000         0.63643749356323787       0.44394786850468693     
  -2.5000000000000000         2.8963083838138601        1.7861878001001952     
  -2.0000000000000000         7.1586011219160230        4.1098875396232923     
  -1.5000000000000000         12.453681615957596        6.9678089789806066     
  -1.0000000000000000         17.350066576014729        10.038770197902641     
 -0.50000000000000000         20.283604776375597        11.835668224218239     
   0.0000000000000000         20.254882313270919        11.524394196346652     
