# Scenerio III: m2=500GeV,m3=800GeV
# mu= 162.5 GeV
# for all of the numbers, unit is in pb
# LO QCD:    147.24418640136719      pb, NLO QCD:   64.852661132812500      pb,NLOW:   62.913398981094360      pb
# Total Cross Section is:   210.15758538246155     

# for M_ttbar distribution
# M_tt(min)                      delta\sigma_LO            delta\sigma_NLOW  
   340.00000000000000          4.9641093587329337        2.9587040639769393     
   360.00000000000000          12.655298762917571        6.5611334009549562     
   380.00000000000000          14.185430835529024        7.4408863352782717     
   400.00000000000000          13.886886069290856        6.5575881195615366     
   420.00000000000000          12.857694184707576        5.6234326970979591     
   440.00000000000000          11.521338969555805        4.9302437310953984     
   460.00000000000000          10.171182284827088        4.2687251298996562     
   480.00000000000000          8.8699033277427173        3.8112933353772189     
   500.00000000000000          7.6962990757796135        3.0616205892352553     
   520.00000000000000          6.6496591008175532        2.7521148808332607     
   540.00000000000000          5.7239132895465339        2.2416748327490867     
   560.00000000000000          4.9411509563949432        1.9199066497104764     
   580.00000000000000          4.2457838552807603        1.5505767617501249     
   600.00000000000000          3.6647303383273608        1.3323493725112985     
   620.00000000000000          3.1640663092459493        1.1503185296279526     
   640.00000000000000          2.7344945491807260       0.99921233817141297     
   660.00000000000000          2.3628505389202066       0.86271809645973851     
   680.00000000000000          2.0522054304988995       0.70815313905910326     
   700.00000000000000          1.7766035453119553       0.60751650966423054     
   720.00000000000000          1.5476094273487586       0.50913042346777904     
   740.00000000000000          1.3467382732513937       0.43973339130546679     
   760.00000000000000          1.1800938756602988       0.38649061928368167     
   780.00000000000000          1.0265668351159798       0.29938755243238113     
   800.00000000000000         0.90211262462104647       0.27909986916252205     
   820.00000000000000         0.79219106631864489       0.23505096515352336     
   840.00000000000000         0.69694996504457207       0.20891599742879347     
   860.00000000000000         0.61227132332195311       0.19022243534326441     
   880.00000000000000         0.53559472849132261       0.15322877243480643     
   900.00000000000000         0.47646974411322840       0.13552992419392071     
   920.00000000000000         0.42042698568979381       0.11762673902786051     
   940.00000000000000         0.37521517633077223        9.8725060649278135E-002
   960.00000000000000         0.33128562594259081        9.5404101417529308E-002
   980.00000000000000         0.29389971568734147        7.9707093483813302E-002

#  ===========================================
# for transverse momentum distribution of top
# p_T(min)                    delta\sigma_{LO QCD}        delta\sigma_{NLOW} 
   60.000000000000000        18.901542701665996        9.3328577296508595     
   80.000000000000000        18.976684745813444        9.0848936514169605     
   100.00000000000000        17.177919593149500        7.2967375572625954     
   120.00000000000000        14.487394579502547        5.7665899377359535     
   140.00000000000000        11.574130948292812        4.4497161745925506     
   160.00000000000000        8.9286249152601052        3.3167537631523230     
   180.00000000000000        6.7157015843933889        2.3681799166413851     
   200.00000000000000        4.9775020386561994        1.7313784561451719     
   220.00000000000000        3.6678072141546214        1.0920369895941464     
   240.00000000000000        2.6902461738562367       0.76935190130859121     
   260.00000000000000        1.9768846614922224       0.54596786543686260     
   280.00000000000000        1.4527325582357207       0.35006114985203629     
   300.00000000000000        1.0771907376116558       0.23844584725471243     
   320.00000000000000       0.79852768499813531       0.16088782333897234     
   340.00000000000000       0.59684049728975219       0.11102580335709496     
   360.00000000000000       0.44818105438840056        7.1554850556943245E-002
   380.00000000000000       0.34127188978282752        4.8848878589833354E-002
   400.00000000000000       0.25987959385604986        2.8421747071041021E-002
   420.00000000000000       0.19875649906285059        2.1018973368698558E-002
   440.00000000000000       0.15430494668238751        1.2590774030842904E-002
   460.00000000000000       0.11994387338216494        7.4807024255097165E-003
   480.00000000000000        9.2858806272264546E-002   1.3479463709290262E-003

#  ===========================================
# for PT_tt 
# pT_tt(min)                   delta\sigma_{LO QCD}        delta\sigma_{NLOW}
   0.0000000000000000         147.26495178673227        1.9808619010983595     
   50.000000000000000         0.0000000000000000        35.212498837872531     
   100.00000000000000         0.0000000000000000        12.744791792276258     
   150.00000000000000         0.0000000000000000        5.8968999933638351     
   200.00000000000000         0.0000000000000000        3.0568443611260063     
   250.00000000000000         0.0000000000000000        1.6864065016030176     
   300.00000000000000         0.0000000000000000       0.96452637774009764     
   350.00000000000000         0.0000000000000000       0.56790877842082188     
   400.00000000000000         0.0000000000000000       0.34544153182310960     
   450.00000000000000         0.0000000000000000       0.21254577249748982     

#  ===========================================
# for rapidity distribution of top 
# y(min)                    delta\sigma^t_{LO QCD}      delta\sigma^t_{NLOW} 
  -3.0000000000000000     0.80174185589067093       0.46881424263745619      
  -2.5000000000000000      3.5616093774646957        1.7603632064407884      
  -2.0000000000000000      8.6877552992278808        3.8748940281463793      
  -1.5000000000000000      15.108268382123882        6.4568665225201496      
  -1.0000000000000000      20.959511883645654        8.7867937905096891      
 -0.50000000000000000      24.469082291339447        10.154107732375234      
   0.0000000000000000      24.479304078586004        10.119188030586102      
  0.50000000000000000      20.956349610865789        8.6884257452162394      
   1.0000000000000000      15.087962018635155        6.5435718494533859      
   1.5000000000000000      8.6852554649778089        3.8848626041040593      
   2.0000000000000000      3.5648894494346530        1.7499709381193451      
   2.5000000000000000     0.80217754380466799       0.48274708586170795      


#  ===========================================
# for rapidity distribution of anti-top 
# y(min)                 delta\sigma^tbar_{LO QCD}   delta\sigma^tbar_{NLOW}
  -3.0000000000000000     0.80030564648882929       0.41321073065170744     
  -2.5000000000000000      3.5607309138174226        1.6131164174820620     
  -2.0000000000000000      8.7051218758599411        3.6601861940509339     
  -1.5000000000000000      15.071475919774604        6.1553960210498682     
  -1.0000000000000000      20.961064778423832        9.0039683682215674     
 -0.50000000000000000      24.494109874609070        10.685108785381905     
