# Scenerio III: m2=500GeV,m3=800GeV
# mu= 650 GeV
# for all of the numbers, unit is in pb
# LO QCD:    87.822532653808594      pb, NLO QCD:   73.253967285156250      pb,NLOW:   71.599982380867004      pb
# Total Cross Section is:   159.42251503467560     

# for M_ttbar distribution
# M_tt(min)                     delta\sigma_LO            delta\sigma_NLOW 
   340.00000000000000         3.1438185171559900        2.8207880256939304     
   360.00000000000000         7.9309679177962993        6.6892071316390318     
   380.00000000000000         8.8036162355652543        7.5594661698611194     
   400.00000000000000         8.5340124912765312        7.0463190686256336     
   420.00000000000000         7.8281179825333878        6.3371735882674916     
   440.00000000000000         6.9690581484081227        5.5862798910499629     
   460.00000000000000         6.0993151703515753        4.9038476137476481     
   480.00000000000000         5.2850244752194726        4.3122749636895854     
   500.00000000000000         4.5558342888742906        3.6448970937783778     
   520.00000000000000         3.9171243495138595        3.1798030165669955     
   540.00000000000000         3.3419909691353711        2.6922155648827979     
   560.00000000000000         2.8711498737039487        2.3037219720955333     
   580.00000000000000         2.4595143677917646        1.9262799958508154     
   600.00000000000000         2.1099110104522354        1.6741894155764123     
   620.00000000000000         1.8083546575201421        1.4453320696927654     
   640.00000000000000         1.5543758957189642        1.2448230736339418     
   660.00000000000000         1.3452555229029626        1.0857795528573211     
   680.00000000000000         1.1538959694857762       0.91430889462105214     
   700.00000000000000        0.99849140828400351       0.78702468545978821     
   720.00000000000000        0.86712213144758399       0.67776858486149383     
   740.00000000000000        0.74973336283066072       0.58818542939734586     
   760.00000000000000        0.65148272950772490       0.51163491582802512     
   780.00000000000000        0.56840113600186681       0.43483831782212778     
   800.00000000000000        0.49664042553210963       0.38260600177557236     
   820.00000000000000        0.43377210872843747       0.34311465694979826     
   840.00000000000000        0.37941299659735056       0.29452514664240648     
   860.00000000000000        0.33068542172040771       0.25919293280668471     
   880.00000000000000        0.29237743508556990       0.21796479383943518     
   900.00000000000000        0.25579540751649271       0.20559151373731396     
   920.00000000000000        0.22794827491187078       0.17126533311290540     
   940.00000000000000        0.19989658581643174       0.15995125405566429     
   960.00000000000000        0.17689487068430029       0.13976706937642228     
   980.00000000000000        0.15638488715332663       0.11630558233530405     

#  ===========================================
# for transverse momentum distribution of top
# p_T(min)                delta\sigma_{LO QCD}        delta\sigma_{NLOW} 
   60.000000000000000    11.478981677269658        9.8608080236271078     
   80.000000000000000    11.448360176992512        9.7119906451784264     
   100.00000000000000    10.296915690537835        8.3138071513576826     
   120.00000000000000    8.6102705173295035        6.8485109557610802     
   140.00000000000000    6.8354389973450180        5.3779699822697511     
   160.00000000000000    5.2249162583279398        4.0955568739892172     
   180.00000000000000    3.9056070092491733        3.0294088212580093     
   200.00000000000000    2.8731216976343519        2.2309486769170706     
   220.00000000000000    2.1026506593662995        1.5493763031369840     
   240.00000000000000    1.5298952568861384        1.1217983670149643     
   260.00000000000000    1.1194049163592346       0.81493267929323399     
   280.00000000000000   0.81638839494489934       0.57429120680359946     
   300.00000000000000   0.60198814738429296       0.41194214387952688     
   320.00000000000000   0.44451212621168085       0.30322890398607821     
   340.00000000000000   0.32872386832501277       0.21667497519101800     
   360.00000000000000   0.24675279973925726       0.16196122824410963     
   380.00000000000000   0.18634485697411027       0.12093398461104753     
   400.00000000000000   0.14121192035339544        8.6884373003893692E-002
   420.00000000000000   0.10805085129674476        6.5359369381488147E-002
   440.00000000000000    8.3070941488235003E-002   4.8572498370080652E-002
   460.00000000000000    6.3947106122597921E-002   3.7592356842164915E-002
   480.00000000000000    4.9699455598961773E-002   2.8594679443470931E-002

#  ===========================================
# for PT_tt 
# pT_tt(min)                    delta\sigma_{LO QCD}        delta\sigma_{NLOW}
   0.0000000000000000          87.835756942801041        42.646798164240202     
   50.000000000000000          0.0000000000000000        16.937606530260553     
   100.00000000000000          0.0000000000000000        6.0350256799269051     
   150.00000000000000          0.0000000000000000        2.7553456123175910     
   200.00000000000000          0.0000000000000000        1.4090083149384238     
   250.00000000000000          0.0000000000000000       0.76426559583963671     
   300.00000000000000          0.0000000000000000       0.43267743173582546     
   350.00000000000000          0.0000000000000000       0.25089473611620117     
   400.00000000000000          0.0000000000000000       0.15098490803303788     
   450.00000000000000          0.0000000000000000        9.1862033647770819E-002

#  ===========================================
# for rapidity distribution of top
# y(min)                    delta\sigma^t_{LO QCD}      delta\sigma^t_{NLOW} 
  -3.0000000000000000     0.43280955968698315       0.44758777338309952      
  -2.5000000000000000      2.0424141797436790        1.8619720862074420      
  -2.0000000000000000      5.1255444619070438        4.3127888149914657      
  -1.5000000000000000      9.0197824913975282        7.3504922542013444      
  -1.0000000000000000      12.576783231514762        10.074006245813306      
 -0.50000000000000000      14.698733328994569        11.755061907352077      
   0.0000000000000000      14.709703486342407        11.700678039973067      
  0.50000000000000000      12.571163243599047        10.042570168184232      
   1.0000000000000000      9.0096752931934070        7.3911059010483200      
   1.5000000000000000      5.1226716458976274        4.3224862028184790      
   2.0000000000000000      2.0441829377630230        1.8580774012939727      
   2.5000000000000000     0.43325873003848570       0.45355100013198435      


#  ===========================================
# for rapidity distribution of  anti-top 
# y(min)                    delta\sigma^tbar_{LO QCD}   delta\sigma^tbar_{NLOW}
  -3.0000000000000000        0.43211967054914235       0.42432205387265021     
  -2.5000000000000000         2.0420176597738062        1.7741010657208833     
  -2.0000000000000000         5.1347910683614080        4.2070730015697446     
  -1.5000000000000000         8.9998968409494982        7.1603792941218627     
  -1.0000000000000000         12.572796641635195        10.260158574559663     
 -0.50000000000000000         14.717723413417422        11.969737132426317     
