 Scenerio II: m2=550GeV,m3=700GeV
 mu= 312.5 GeV
 for all of the numbers, unit is in pb
 Cross section
 LO QCD:    382.60446166992188      pb, NLO QCD:   243.01184082031250      pb,NLOW:   236.30378627777100      pb
 Total Cross Section is:   618.90824794769287     

 Numerator
 LO QCD:   -77.750574747721359      pb, NLO QCD:  -64.521728515625000      pb,NLOW:  -62.966384569803871      pb
 Total numerator is:  -140.71695931752524     
 heli. corr.(unexpanded)  -0.22736319928542614     
 heli. corr.(expanded)  -0.23871534583456544     

 for M_ttbar distribution
 M_tt(min)             M_tt(max)                        delta (O \sigma_LO)           delta (O \sigma_NLOW)
   340.00000000000000        350.00000000000000      -0.93297795861388144      -0.96276351884193756     
   350.00000000000000        360.00000000000000       -5.6706395671825520       -4.3293630940500902     
   360.00000000000000        370.00000000000000       -6.9911380058969081       -4.6544719065285669     
   370.00000000000000        380.00000000000000       -7.0979458541595433       -4.8921773741046621     
   380.00000000000000        390.00000000000000       -6.7862804367902489       -4.6308388427013822     
   390.00000000000000        400.00000000000000       -6.2684672698166990       -4.2024608384921152     
   400.00000000000000        410.00000000000000       -5.6821339176848857       -3.9258335272791367     
   410.00000000000000        420.00000000000000       -5.0837091653468178       -3.4985482658449594     
   420.00000000000000        430.00000000000000       -4.5475944629023770       -3.2838874539615142     
   430.00000000000000        440.00000000000000       -3.9831055378418831       -3.2451269556745861     
   440.00000000000000        450.00000000000000       -3.5158444585237043       -2.4530839297215143     
   450.00000000000000        460.00000000000000       -3.0809750761496772       -2.3407883858032048     
   460.00000000000000        470.00000000000000       -2.7135692541973699       -2.0705596523908398     
   470.00000000000000        480.00000000000000       -2.3628244265065712       -1.8227100456805576     
   480.00000000000000        490.00000000000000       -2.0606520042389973       -1.6467439653446776     
   490.00000000000000        500.00000000000000       -1.8081457959525069       -1.5560756535433413     
   500.00000000000000        510.00000000000000       -1.5695571636359975       -1.2573566106368106     
   510.00000000000000        520.00000000000000       -1.3627703252192322       -1.1247352664300292     
   520.00000000000000        530.00000000000000       -1.1807471556799105       -1.0385519885631489     
   530.00000000000000        540.00000000000000       -1.0332370739380263      -0.90953652739460911     
   540.00000000000000        550.00000000000000      -0.88985028734095162      -0.82290827528249633     
   550.00000000000000        560.00000000000000      -0.77249775411825350      -0.76568635243659700     
   560.00000000000000        570.00000000000000      -0.66867217575548599      -0.68416605941171882     
   570.00000000000000        580.00000000000000      -0.57442562947499587      -0.62541196759496520     
   580.00000000000000        590.00000000000000      -0.50061730997099319      -0.58323154988653514     
   590.00000000000000        600.00000000000000      -0.42121882215389772      -0.47132909271594486     
   600.00000000000000        610.00000000000000      -0.36605351164802080      -0.44304353679767511     
   610.00000000000000        620.00000000000000      -0.31165206119615080      -0.38455294099005410     
   620.00000000000000        630.00000000000000      -0.26687946405731944      -0.35809310140770939     
   630.00000000000000        640.00000000000000      -0.22288291771526705      -0.30748930551378983     
   640.00000000000000        650.00000000000000      -0.18763663619168267      -0.28712027271906287     
   650.00000000000000        660.00000000000000      -0.15799462075866141      -0.31349119947836290     
   660.00000000000000        670.00000000000000      -0.12639729786011891      -0.23332446937323323     
   670.00000000000000        680.00000000000000      -0.10404599227135848      -0.20610426565879106     
   680.00000000000000        690.00000000000000       -8.4465024264328128E-002 -0.20338579971237450     
   690.00000000000000        700.00000000000000       -6.5491818354680667E-002 -0.17647033048999886     
   700.00000000000000        710.00000000000000       -4.9300568160529440E-002 -0.15542888363432777     
   710.00000000000000        720.00000000000000       -4.0259915669630560E-002 -0.14555366802473865     
   720.00000000000000        730.00000000000000       -2.3290778561167440E-002 -0.13056309882012071     
   730.00000000000000        740.00000000000000       -1.2715395978981565E-002 -0.11634323410102791     
   740.00000000000000        750.00000000000000       -8.4953753371477241E-003 -0.11336335641809096     
   750.00000000000000        760.00000000000000        1.6681312291750908E-003 -0.12331436867357215     
   760.00000000000000        770.00000000000000        9.1337078055837798E-003  -9.4817356312402026E-002
   770.00000000000000        780.00000000000000        1.1944314418223969E-002  -8.9423948267144560E-002
   780.00000000000000        790.00000000000000        1.6926047957853980E-002  -8.9391710952509806E-002
   790.00000000000000        800.00000000000000        2.0916595540445559E-002  -7.2486434843309716E-002
   800.00000000000000        810.00000000000000        2.5650253587195138E-002  -6.8762751129229402E-002
   810.00000000000000        820.00000000000000        2.8818803405466470E-002  -5.4095468723145468E-002
   820.00000000000000        830.00000000000000        2.8845443030377005E-002  -6.1404287666462547E-002
   830.00000000000000        840.00000000000000        3.2629134078014946E-002  -5.4751511121300646E-002
   840.00000000000000        850.00000000000000        3.3241674756980998E-002  -5.7110108308369774E-002
   850.00000000000000        860.00000000000000        3.4140463124093530E-002  -4.1736734714256825E-002
   860.00000000000000        870.00000000000000        3.5233784104951461E-002  -4.5060396789501488E-002
   870.00000000000000        880.00000000000000        3.7783121487023362E-002  -4.2437919266787992E-002
   880.00000000000000        890.00000000000000        3.5757196405311074E-002  -4.0193934828335158E-002
   890.00000000000000        900.00000000000000        3.5461001678448810E-002  -3.4038855232883775E-002
   900.00000000000000        910.00000000000000        3.6756970203046697E-002  -2.8867323355644972E-002
   910.00000000000000        920.00000000000000        3.7266423820658638E-002  -2.8062315394404586E-002
   920.00000000000000        930.00000000000000        3.6154050164292531E-002  -2.4776899754423345E-002
   930.00000000000000        940.00000000000000        3.5706508420032854E-002  -3.2436061805962112E-002
   940.00000000000000        950.00000000000000        3.5038078207125810E-002  -2.4762013068795458E-002
   950.00000000000000        960.00000000000000        3.5327929980336577E-002  -1.9463335911533937E-002
