 Scenerio I: m2=550GeV,m3=510GeV
 mu= 132.5 GeV
 for all of the numbers, unit is in pb
 Cross section
 LO QCD:    516.58612060546875      pb, NLO QCD:   208.96899414062500      pb,NLOW:   201.90867900848389      pb
 Total Cross Section is:   718.49479961395264     

 Numerator
 LO QCD:   -105.99770100911458      pb, NLO QCD:  -64.245849609375000      pb,NLOW:  -61.361201604207359      pb
 Total numerator is:  -167.35890261332193     
 heli. corr.(unexpanded)  -0.23292987326177433     
 heli. corr.(expanded)  -0.24096814549592108     

 for M_ttbar distribution
 M_tt(min)             M_tt(max)                        delta (O \sigma_LO)           delta (O \sigma_NLOW)
   340.00000000000000        350.00000000000000       -1.2399888466195341       -1.0606079701524329     
   350.00000000000000        360.00000000000000       -7.5518458809265114       -4.1677653503365848     
   360.00000000000000        370.00000000000000       -9.3437537744650019       -4.1545180426676716     
   370.00000000000000        380.00000000000000       -9.5058126800834906       -4.4028614049160124     
   380.00000000000000        390.00000000000000       -9.1274712151757189       -4.1319850474740960     
   390.00000000000000        400.00000000000000       -8.4437245373269914       -3.7764074218596804     
   400.00000000000000        410.00000000000000       -7.6887515870512653       -3.5152046457972967     
   410.00000000000000        420.00000000000000       -6.8903313371359642       -3.1086963634498321     
   420.00000000000000        430.00000000000000       -6.1776174790600642       -3.0320434756237327     
   430.00000000000000        440.00000000000000       -5.4386562040326671       -3.1534561253936015     
   440.00000000000000        450.00000000000000       -4.8050762780446776       -2.1815474251413653     
   450.00000000000000        460.00000000000000       -4.2285744871764530       -2.1605807313147953     
   460.00000000000000        470.00000000000000       -3.7349379092331998       -1.9593631541798804     
   470.00000000000000        480.00000000000000       -3.2588102024664547       -1.6963856169524465     
   480.00000000000000        490.00000000000000       -2.8550378610907701       -1.5630031633162720     
   490.00000000000000        500.00000000000000       -2.5116504170928571       -1.5179502469776300     
   500.00000000000000        510.00000000000000       -2.1816127620317642       -1.1707736497825627     
   510.00000000000000        520.00000000000000       -1.9095432704124471       -1.0823429138279304     
   520.00000000000000        530.00000000000000       -1.6571608063666272       -1.0101086906872225     
   530.00000000000000        540.00000000000000       -1.4483422029179425      -0.89161255695145369     
   540.00000000000000        550.00000000000000       -1.2631579274276021      -0.84927705056089831     
   550.00000000000000        560.00000000000000       -1.0941045391374404      -0.78341102243522209     
   560.00000000000000        570.00000000000000      -0.95224717125558878      -0.71022592219376535     
   570.00000000000000        580.00000000000000      -0.81797983466574464      -0.68588995149324627     
   580.00000000000000        590.00000000000000      -0.71799960410257169      -0.60737017352399814     
   590.00000000000000        600.00000000000000      -0.61277427040695009      -0.50656022645781107     
   600.00000000000000        610.00000000000000      -0.52770555910535333      -0.48144627723139521     
   610.00000000000000        620.00000000000000      -0.45457975024570479      -0.42594435410747372     
   620.00000000000000        630.00000000000000      -0.39198698612675359      -0.40504641110438078     
   630.00000000000000        640.00000000000000      -0.32889564372025287      -0.35200164186157917     
   640.00000000000000        650.00000000000000      -0.27977809440540674      -0.34409117726724853     
   650.00000000000000        660.00000000000000      -0.23736703222131317      -0.35161540429724619     
   660.00000000000000        670.00000000000000      -0.19430091552690135      -0.28645284363798612     
   670.00000000000000        680.00000000000000      -0.16026263054669218      -0.26638645910088093     
   680.00000000000000        690.00000000000000      -0.13106039510660827      -0.25146428531562176     
   690.00000000000000        700.00000000000000      -0.10761299291485001      -0.23192382412640775     
   700.00000000000000        710.00000000000000       -7.9539331480278738E-002 -0.21318582656599264     
   710.00000000000000        720.00000000000000       -6.7811669447156511E-002 -0.19249621730879241     
   720.00000000000000        730.00000000000000       -4.6249300768439632E-002 -0.18077772121435312     
   730.00000000000000        740.00000000000000       -2.9842927804024647E-002 -0.16683137101692277     
   740.00000000000000        750.00000000000000       -1.7548980546728276E-002 -0.16367464274684754     
   750.00000000000000        760.00000000000000       -7.2447568201851253E-003 -0.15249105778571631     
   760.00000000000000        770.00000000000000        3.3768610285471699E-003 -0.13968546490613590     
   770.00000000000000        780.00000000000000        1.1303104282409557E-002 -0.13776441929504687     
   780.00000000000000        790.00000000000000        1.6061829903027226E-002 -0.12744688058110568     
   790.00000000000000        800.00000000000000        1.9095630449039152E-002 -0.11177893278556010     
   800.00000000000000        810.00000000000000        3.1019117811239047E-002 -0.10956043915749770     
   810.00000000000000        820.00000000000000        3.4403372271926712E-002 -0.10896693903436006     
   820.00000000000000        830.00000000000000        3.5939298740357797E-002 -0.10065953031721565     
   830.00000000000000        840.00000000000000        4.1003744168757329E-002  -9.1748226695152757E-002
   840.00000000000000        850.00000000000000        4.2803124462299807E-002  -9.3618095390777659E-002
   850.00000000000000        860.00000000000000        4.3492992373415390E-002  -7.5875799244316658E-002
   860.00000000000000        870.00000000000000        4.5694154998675962E-002  -8.9652879129448734E-002
   870.00000000000000        880.00000000000000        4.6617493585995311E-002  -8.0265186740103703E-002
   880.00000000000000        890.00000000000000        4.7836785212193617E-002  -6.9602280916592901E-002
   890.00000000000000        900.00000000000000        4.9627595764589215E-002  -7.1980614743484453E-002
   900.00000000000000        910.00000000000000        4.8050156531526278E-002  -5.6249240842533375E-002
   910.00000000000000        920.00000000000000        4.7857220785417008E-002  -5.9637932969231748E-002
   920.00000000000000        930.00000000000000        5.0190608421332390E-002  -5.7181448105147352E-002
   930.00000000000000        940.00000000000000        4.9282901319969256E-002  -5.6311567851445275E-002
   940.00000000000000        950.00000000000000        4.7458211523705100E-002  -5.0234199940124867E-002
   950.00000000000000        960.00000000000000        4.7464064176286673E-002  -5.0699955007467878E-002
