 Scenerio III: m2=500GeV,m3=800GeV
 mu= 325 GeV
 for all of the numbers, unit is in pb
 Cross section
 LO QCD:    377.62216186523438      pb, NLO QCD:   243.51721191406250      pb,NLOW:   236.81546401977539      pb
 Total Cross Section is:   614.43762588500977     

 Numerator
 LO QCD:   -76.697621663411454      pb, NLO QCD:  -64.391438802083329      pb,NLOW:  -62.887499332427971      pb
 Total numerator is:  -139.58512099583942     
 heli. corr.(unexpanded)  -0.22717541230452312     
 heli. corr.(expanded)  -0.23866481660957478     

 for M_ttbar distribution
 M_tt(min)             M_tt(max)                        delta (O \sigma_LO)           delta (O \sigma_NLOW)
   340.00000000000000        350.00000000000000      -0.92139012759327887      -0.96085454303446882     
   350.00000000000000        360.00000000000000       -5.5981957098456610       -4.3259216041052309     
   360.00000000000000        370.00000000000000       -6.9043525040011007       -4.6661048521834880     
   370.00000000000000        380.00000000000000       -7.0080554913641224       -4.8811808320130341     
   380.00000000000000        390.00000000000000       -6.6964870578525897       -4.6427087978588544     
   390.00000000000000        400.00000000000000       -6.1853452953167860       -4.2185840386694791     
   400.00000000000000        410.00000000000000       -5.6112288132200776       -3.9237352052708445     
   410.00000000000000        420.00000000000000       -5.0143069855388029       -3.5005643061393310     
   420.00000000000000        430.00000000000000       -4.4846349174653559       -3.2993458435677891     
   430.00000000000000        440.00000000000000       -3.9307854457038558       -3.2234093915374946     
   440.00000000000000        450.00000000000000       -3.4661677141723719       -2.4587461023190351     
   450.00000000000000        460.00000000000000       -3.0398456810154086       -2.3508600481570330     
   460.00000000000000        470.00000000000000       -2.6758494068178003       -2.0578307181035438     
   470.00000000000000        480.00000000000000       -2.3291317122865287       -1.8234348929581665     
   480.00000000000000        490.00000000000000       -2.0309749176196532       -1.6481959347688138     
   490.00000000000000        500.00000000000000       -1.7826867272893947       -1.5493881166166528     
   500.00000000000000        510.00000000000000       -1.5487486258333922       -1.2662054143021546     
   510.00000000000000        520.00000000000000       -1.3404113686490933       -1.1166335318534275     
   520.00000000000000        530.00000000000000       -1.1655336371261538       -1.0341611258687393     
   530.00000000000000        540.00000000000000       -1.0130601925140581      -0.90402080831613585     
   540.00000000000000        550.00000000000000      -0.88153801489735673      -0.82801264614079173     
   550.00000000000000        560.00000000000000      -0.75922264271404671      -0.76120172355545002     
   560.00000000000000        570.00000000000000      -0.65705771885685493      -0.69358731308626831     
   570.00000000000000        580.00000000000000      -0.56568214451297205      -0.62550977559689891     
   580.00000000000000        590.00000000000000      -0.49300985883983445      -0.56937928888797140     
   590.00000000000000        600.00000000000000      -0.41595852017937535      -0.47389621036127422     
   600.00000000000000        610.00000000000000      -0.35768714984025723      -0.44105949198095945     
   610.00000000000000        620.00000000000000      -0.30747488831666758      -0.37219404458102384     
   620.00000000000000        630.00000000000000      -0.26304433262381377      -0.36262874896268743     
   630.00000000000000        640.00000000000000      -0.21859046566539173      -0.30438296753961308     
   640.00000000000000        650.00000000000000      -0.18512590584633085      -0.28873248368134879     
   650.00000000000000        660.00000000000000      -0.15363276455844718      -0.30399912836105797     
   660.00000000000000        670.00000000000000      -0.12352143558052275      -0.23642625411324814     
   670.00000000000000        680.00000000000000      -0.10385042497025050      -0.20448365367528973     
   680.00000000000000        690.00000000000000       -8.2512303542334575E-002 -0.19510453571070699     
   690.00000000000000        700.00000000000000       -6.3020245595241178E-002 -0.17726009474977014     
   700.00000000000000        710.00000000000000       -4.9393176513478389E-002 -0.16211535403630914     
   710.00000000000000        720.00000000000000       -3.9132376240780718E-002 -0.14217636870667880     
   720.00000000000000        730.00000000000000       -2.2426644450473970E-002 -0.13174946433659210     
   730.00000000000000        740.00000000000000       -1.2950185538432636E-002 -0.11471926168466066     
   740.00000000000000        750.00000000000000       -7.2182258146261044E-003 -0.10943295845715428     
   750.00000000000000        760.00000000000000        2.5559474874874686E-003 -0.11398524327366337     
   760.00000000000000        770.00000000000000        8.6530333348820692E-003  -9.3345620318511333E-002
   770.00000000000000        780.00000000000000        1.2363217326486861E-002  -9.0924368728442492E-002
   780.00000000000000        790.00000000000000        1.4947924155587440E-002  -8.4684540677803954E-002
   790.00000000000000        800.00000000000000        2.2062046691943657E-002  -7.4458419899381220E-002
   800.00000000000000        810.00000000000000        2.5691239594489823E-002  -6.5077479307095773E-002
   810.00000000000000        820.00000000000000        2.8127677957052549E-002  -5.7905983788502070E-002
   820.00000000000000        830.00000000000000        2.8730088273666812E-002  -5.4644223547455739E-002
   830.00000000000000        840.00000000000000        3.2472137053890446E-002  -5.3222773380300424E-002
   840.00000000000000        850.00000000000000        3.3184136817114261E-002  -5.2335849579040437E-002
   850.00000000000000        860.00000000000000        3.3856783293162933E-002  -4.0733009243805018E-002
   860.00000000000000        870.00000000000000        3.4857205661333844E-002  -4.9310358740792787E-002
   870.00000000000000        880.00000000000000        3.5811966541710510E-002  -4.1462358017408676E-002
   880.00000000000000        890.00000000000000        3.5973871345793697E-002  -3.4903387968848898E-002
   890.00000000000000        900.00000000000000        3.4799045193681606E-002  -3.6701312240209651E-002
   900.00000000000000        910.00000000000000        3.6521071403961401E-002  -2.9397554487571406E-002
   910.00000000000000        920.00000000000000        3.6459722755146182E-002  -2.6304068965426586E-002
   920.00000000000000        930.00000000000000        3.6929743064894695E-002  -2.6740313042895963E-002
   930.00000000000000        940.00000000000000        3.6117421682586394E-002  -2.8940073430959775E-002
   940.00000000000000        950.00000000000000        3.4139900525322432E-002  -2.2000197293641850E-002
