 Scenerio II: m2=550GeV,m3=700GeV
 mu= 625 GeV
 for all of the numbers, unit is in pb
 LO QCD:    305.67599487304688      pb, NLO QCD:   243.70617675781250      pb,NLOW:   237.04260063171387      pb
 Total Cross Section is:   542.71859550476074     

 for M_ttbar distribution
 M_tt(min)             M_tt(max)                        delta\sigma_LO            delta\sigma_NLOW
   320.00000000000000        340.00000000000000        0.0000000000000000        0.0000000000000000     
   340.00000000000000        360.00000000000000        9.1373553489976658        8.1273423379859135     
   360.00000000000000        380.00000000000000        23.702733195408602        19.069815286594956     
   380.00000000000000        400.00000000000000        27.117908687298868        21.762683837520292     
   400.00000000000000        420.00000000000000        26.952110093211218        21.178693230627282     
   420.00000000000000        440.00000000000000        25.321395625350483        20.704641787635861     
   440.00000000000000        460.00000000000000        23.027989909637277        17.770072056826155     
   460.00000000000000        480.00000000000000        20.566475482832729        15.545236136118422     
   480.00000000000000        500.00000000000000        18.178190851842967        14.129916720103873     
   500.00000000000000        520.00000000000000        15.943725960743164        11.746965935865838     
   520.00000000000000        540.00000000000000        13.931017876120602        10.522347383007920     
   540.00000000000000        560.00000000000000        12.186425995796117        9.0692484311094788     
   560.00000000000000        580.00000000000000        10.599654015912312        8.1497361608957863     
   580.00000000000000        600.00000000000000        9.2539600054145765        7.1269349007147946     
   600.00000000000000        620.00000000000000        8.0453658780808333        5.9720650523280083     
   620.00000000000000        640.00000000000000        7.0394878635747924        5.3473050131050650     
   640.00000000000000        660.00000000000000        6.1702917697741553        4.7986606243955103     
   660.00000000000000        680.00000000000000        5.3763642102524036        4.1147940918815911     
   680.00000000000000        700.00000000000000        4.7178186663646162        3.5859029017398125     
   700.00000000000000        720.00000000000000        4.1474654785957021        3.0780634543964167     
   720.00000000000000        740.00000000000000        3.6528615108558853        2.7525027222851230     
   740.00000000000000        760.00000000000000        3.2186630119457238        2.3816178418819813     
   760.00000000000000        780.00000000000000        2.8319414782156271        2.1260218236983759     
   780.00000000000000        800.00000000000000        2.5251345633802420        1.8645636316419758     
   800.00000000000000        820.00000000000000        2.2202952350716050        1.6925779023568435     
   820.00000000000000        840.00000000000000        1.9738632669639977        1.4607695786170711     
   840.00000000000000        860.00000000000000        1.7484905598770957        1.3321441524011348     
   860.00000000000000        880.00000000000000        1.5638364319662923        1.1904191387813725     
   880.00000000000000        900.00000000000000        1.3978750607776289        1.0256665106573553     
   900.00000000000000        920.00000000000000        1.2411850728205496       0.93694933408754888     
   920.00000000000000        940.00000000000000        1.1183199225590315       0.86289795984284534     
   940.00000000000000        960.00000000000000       0.99459661117791665       0.71344774324330029     
   960.00000000000000        980.00000000000000       0.88789013261736993       0.67038614725650947     
   980.00000000000000        1000.0000000000000       0.80555819813788621       0.58315083422600189     
   1000.0000000000000        1020.0000000000000       0.72145398462305299       0.52424021269676446     
   1020.0000000000000        1040.0000000000000       0.65402599190569599       0.48547400460147888     
   1040.0000000000000        1060.0000000000000       0.58918955032811082       0.42988735309641607     
   1060.0000000000000        1080.0000000000000       0.53407141654726265       0.38634722751670458     
   1080.0000000000000        1100.0000000000000       0.47965532949901535       0.35513402710224506     
   1100.0000000000000        1120.0000000000000       0.43580584951009471       0.32722445802563838     
   1120.0000000000000        1140.0000000000000       0.39683190316574901       0.27761586424810664     
   1140.0000000000000        1160.0000000000000       0.35423064967181761       0.24918942099542607     
   1160.0000000000000        1180.0000000000000       0.32678769331641150       0.22534400809054719     
   1180.0000000000000        1200.0000000000000       0.29528377801329980       0.21950664703542064     
   1200.0000000000000        1220.0000000000000       0.26928089865942051       0.19058569296107844     
   1220.0000000000000        1240.0000000000000       0.24699281221822778       0.17558748416466510     
   1240.0000000000000        1260.0000000000000       0.22402331397858458       0.15009870014102208     
   1260.0000000000000        1280.0000000000000       0.20350826596445462       0.15656255761836571     
   1280.0000000000000        1300.0000000000000       0.18725618821413892       0.13619197375135586     

  ===========================================
 for transverse momentum distribution of top
 p_T(min)              p_T(max)                        delta\sigma_{LO QCD}        delta\sigma_{NLOW}
   0.0000000000000000        20.000000000000000        7.6805701185190181        6.9110189918769773     
   20.000000000000000        40.000000000000000        21.687217915113660        17.891682717160290     
