#  top-antitop invariant mass
#
#  PARAMETERS:
#  -----------
#  PDFSETNAME =  CT10nlo
#  PDFSETTYPE =  1
#  PDFSUBSET =  0
#  N_ITERATIONS =  10
#  N_EVALUATIONS =  10000000
#  sqrt(Shad) =  14000
#  alphas(265 GeV) =  0.101692759638129
#  mt =  173.34
#  mphi1 =  550
#  mphi2 =  510
#  wphi1 =  37.89
#  wphi2 =  55.11
#  at1 =  1.4286
#  at2 =  0
#  bt1 =  0
#  bt2 =  1.4286
#
#  COLUMNS:
#  --------
#   1. lower bin bound [GeV]
#
#   2. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 265 GeV
#   3. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 132.5 GeV
#   4. LO-2HDM full Vertex without interference [pb/GeV] @ mu = 530 GeV
#
#   5. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 265 GeV
#   6. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 132.5 GeV
#   7. LO-2HDM full Vertex with interference [pb/GeV] @ mu = 530 GeV
#
#   8. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 265 GeV
#   9. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 132.5 GeV
#  10. LO-2HDM eff Vertex without interference [pb/GeV] @ mu = 530 GeV
#
#  11. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 265 GeV
#  12. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 132.5 GeV
#  13. LO-2HDM eff Vertex with interference [pb/GeV] @ mu = 530 GeV
#
#  14. NLO-2HDM without interference [pb/GeV] @ mu = 265 GeV
#  15. NLO-2HDM without interference [pb/GeV] @ mu = 132.5 GeV
#  16. NLO-2HDM without interference [pb/GeV] @ mu = 530 GeV
#
#  17. NLO-2HDM with interference [pb/GeV] @ mu = 265 GeV
#  18. NLO-2HDM with interference [pb/GeV] @ mu = 132.5 GeV
#  19. NLO-2HDM with interference [pb/GeV] @ mu = 530 GeV
#
#  20. LO-QCD [pb/(binsize x GeV)] @ mu = 265 GeV
#  21. LO-QCD [pb/(binsize x GeV)] @ mu = 132.5 GeV
#  22. LO-QCD [pb/(binsize x GeV)] @ mu = 530 GeV
#
#  23. NLO-QCDW [pb/(binsize x GeV)] @ mu = 265 GeV
#  24. NLO-QCDW [pb/(binsize x GeV)] @ mu = 132.5 GeV
#  25. NLO-QCDW [pb/(binsize x GeV)] @ mu = 530 GeV
#
320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000
340	0.00026294304421716	0.000327714024717564	0.000213622099729356	0.00569535405537322	0.00709747157423452	0.00462810807162262	4.58860590079053e-05	5.71845127932929e-05	3.72871651278113e-05	0.00254522097298181	0.00317249427924696	0.00206868323930196	0.000122088	0.00015695	9.7722e-05	0.00382978	0.00459778	0.00331757	13.501130342355122	16.608267740553952	11.115314517570260	10.158532284332109	10.410224959561790	9.6164836226119714
360	0.000845671477070755	0.00105773637275653	0.000685297401696841	0.0138105488649736	0.0172687204407854	0.0111891556207429	0.000165736189061148	0.000207281395439316	0.000134249256507207	0.00737615270421969	0.00922493780721855	0.00597526849055683	0.000334835	0.000419246	0.000280076	0.00689219	0.00741514	0.00628689	35.388115678544317	43.722215312810079	28.985007933957284	22.668465230353576	21.894177285047579	22.251471175466918
380	0.00132483109246541	0.00166336819785948	0.0010698641639937	0.0153636456221594	0.0192903545888994	0.0124062778484479	0.000294040032381522	0.000369216889145882	0.000237456474680687	0.00993174972537873	0.0124649258185544	0.00802020280509445	0.000603048	0.00072901	0.000485578	0.00893654	0.00902163	0.00843601	40.820892722379526	50.688596970076880	33.285993614768223	25.544737232393828	24.123061635062729	25.468083402326513
400	0.00195553777686866	0.0024637208821062	0.00157333340769213	0.0155355636999769	0.0195652861798574	0.0125051582639622	0.000487914199997751	0.00061471136595967	0.000392566614886282	0.0121841530283372	0.0153521995963315	0.00980618105000494	0.000845562	0.00103047	0.00068772	0.00860128	0.00831493	0.00852509	40.924198175845220	51.062146779696420	33.247186297010501	24.920933818769814	23.022601697656008	24.878533585771951
420	0.00291411105715677	0.00368381839750315	0.00233803201789078	0.0151039992981828	0.0190958943059655	0.0121193174836671	0.000811658620743089	0.00102636467072621	0.000651293819723314	0.01457314790434	0.0184263093623799	0.0116960476366906	0.00145499	0.00176125	0.00125054	0.0114279	0.0104688	0.0108467	38.746343472747078	48.508206327910649	31.367597959786409	25.091245133495946	23.697721234419934	24.782099648265774
440	0.00452896121704274	0.00574623153537714	0.00362419350932847	0.0137815074609413	0.0174859880147287	0.0110301371870426	0.00140129476038687	0.00177780369520658	0.00112092659809889	0.0172558090805435	0.0218890382929364	0.0138013600115386	0.00218275	0.00265321	0.00184749	0.0113602	0.0103881	0.0116267	35.444969865751730	44.617989021426276	28.587968713776117	20.363688108561945	18.047352010804019	20.770523047100152
460	0.00793814711516222	0.0101071723049017	0.00632996315528387	0.011074116939784	0.0140963060176385	0.00883217755343244	0.00272130415253626	0.00346556000721239	0.00216980652733567	0.0209575457601031	0.0266833071377183	0.0167150844818671	0.00338676	0.00392267	0.00283584	0.0108885	0.0105084	0.0107969	31.923876611391805	40.293895393883020	25.651159482129700	18.381746067907056	16.278287097994060	18.717041588475748
480	0.0148923763977934	0.0190148993609851	0.0118460512564332	0.00292411616910624	0.0037283489550883	0.00232852083766566	0.00563454762307228	0.00719594430904042	0.00448232914597982	0.0232421027047795	0.0296765331033791	0.0184948585398137	0.00710084	0.00820935	0.00608791	0.0157833	0.0139994	0.0157897	28.296849042956080	35.822962204122234	22.684305332625417	15.950257015068129	13.729587126784978	16.363812072483537
500	0.0214716700088643	0.0275106970635044	0.017033604180347	-0.0109338555264633	-0.0140048537176335	-0.00867200031081329	0.00885218120321236	0.0113391172914915	0.00702333791914191	0.0143097583156493	0.0183225873039516	0.0113507555411132	0.00838976	0.00902651	0.00774403	0.0106912	0.0105379	0.0105402	25.067537529777589	31.837659256666353	20.032111903786372	14.066848810378612	12.110231184753342	14.455794209100198
