# 2HDM incl. interference with QCD
# columns:
# bin, QCD-LO, 2HDM-LO, QCDW-NLO, 2HDM-NLO
-3.5	3.9152230274896727E-002	-0.000624100888271292	3.2907518291389166E-002	-4.30303e-05
-3	0.63643749356323787	-0.00426077424747617	0.44394786850468693	0.00263306
-2.5	2.8963083838138601	-0.0018509181762521	1.7861878001001952	0.0395053
-2	7.1586011219160230	0.0426360040399703	4.1098875396232923	0.148587
-1.5	12.453681615957596	0.126415039708162	6.9678089789806066	0.336985
-1	17.350066576014729	0.216189658017919	10.038770197902641	0.547613
-0.5	20.283604776375597	0.274691432354089	11.835668224218239	0.666601
0	20.254882313270919	0.279013540590251	11.524394196346652	0.665476
0.5	17.356345200474877	0.210523166100654	9.9979229393579772	0.526396
1	12.467360690867443	0.125796266087017	7.1746957621374268	0.332565
1.5	7.1430129946650966	0.0402730002691097	4.2098760974811906	0.134913
2	2.9000724697247109	-0.000786584920047492	1.7576797264285149	0.0397947
2.5	0.63632399013388286	-0.00502843445768214	0.43716491329078416	0.00308893
3	3.8748295161020817E-002	-0.000644893620808029	3.1864568196238306E-002	-0.000182757
			
